YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,12,NE,"Electric Generators, Electric Utilities",Total,3081221
2015,12,NE,"Electric Generators, Electric Utilities",Coal,1947248
2015,12,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,133311
2015,12,NE,"Electric Generators, Electric Utilities",Natural Gas,11213
2015,12,NE,"Electric Generators, Electric Utilities",Nuclear,963864
2015,12,NE,"Electric Generators, Electric Utilities",Petroleum,404
2015,12,NE,"Electric Generators, Electric Utilities",Other Biomass,7253
2015,12,NE,"Electric Generators, Electric Utilities",Wind,17928
2015,12,NH,Total Electric Power Industry,Total,1658956
2015,12,NH,Total Electric Power Industry,Coal,17419
2015,12,NH,Total Electric Power Industry,Hydroelectric Conventional,142617
2015,12,NH,Total Electric Power Industry,Natural Gas,376788
2015,12,NH,Total Electric Power Industry,Nuclear,929022
2015,12,NH,Total Electric Power Industry,Other,4095
2015,12,NH,Total Electric Power Industry,Petroleum,320
2015,12,NH,Total Electric Power Industry,Other Biomass,9603
2015,12,NH,Total Electric Power Industry,Wind,36961
2015,12,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,142130
2015,12,NH,"Combined Heat and Power, Industrial Power",Total,1983
2015,12,NH,"Combined Heat and Power, Industrial Power",Natural Gas,1983
2015,12,NH,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,12,NH,"Combined Heat and Power, Commercial Power",Total,4300
2015,12,NH,"Combined Heat and Power, Commercial Power",Natural Gas,1400
2015,12,NH,"Combined Heat and Power, Commercial Power",Petroleum,30
2015,12,NH,"Combined Heat and Power, Commercial Power",Other Biomass,2869
2015,12,NH,"Electric Generators, Independent Power Producers",Total,1568689
2015,12,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,107959
2015,12,NH,"Electric Generators, Independent Power Producers",Natural Gas,373397
2015,12,NH,"Electric Generators, Independent Power Producers",Nuclear,929022
2015,12,NH,"Electric Generators, Independent Power Producers",Other,4095
2015,12,NH,"Electric Generators, Independent Power Producers",Petroleum,22
2015,12,NH,"Electric Generators, Independent Power Producers",Other Biomass,6734
2015,12,NH,"Electric Generators, Independent Power Producers",Wind,36961
2015,12,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,110499
2015,12,NH,"Electric Generators, Electric Utilities",Total,83984
2015,12,NH,"Electric Generators, Electric Utilities",Coal,17419
2015,12,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,34659
2015,12,NH,"Electric Generators, Electric Utilities",Natural Gas,8
2015,12,NH,"Electric Generators, Electric Utilities",Petroleum,268
2015,12,NH,"Electric Generators, Electric Utilities",Other Biomass,0
2015,12,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,31631
2015,12,NJ,Total Electric Power Industry,Total,6289630
2015,12,NJ,Total Electric Power Industry,Coal,101079
2015,12,NJ,Total Electric Power Industry,Pumped Storage,-9268
2015,12,NJ,Total Electric Power Industry,Hydroelectric Conventional,856
2015,12,NJ,Total Electric Power Industry,Natural Gas,2953509
2015,12,NJ,Total Electric Power Industry,Nuclear,3050652
2015,12,NJ,Total Electric Power Industry,Other Gases,16705
2015,12,NJ,Total Electric Power Industry,Other,56530
2015,12,NJ,Total Electric Power Industry,Petroleum,7231
2015,12,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,21840
2015,12,NJ,Total Electric Power Industry,Other Biomass,88256
2015,12,NJ,Total Electric Power Industry,Wind,2240
2015,12,NJ,"Combined Heat and Power, Industrial Power",Total,54949
2015,12,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,26042
2015,12,NJ,"Combined Heat and Power, Industrial Power",Other Gases,16705
2015,12,NJ,"Combined Heat and Power, Industrial Power",Other,6440
2015,12,NJ,"Combined Heat and Power, Industrial Power",Petroleum,5716
2015,12,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,45
2015,12,NJ,"Combined Heat and Power, Commercial Power",Total,49741
2015,12,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,16475
2015,12,NJ,"Combined Heat and Power, Commercial Power",Other,13068
2015,12,NJ,"Combined Heat and Power, Commercial Power",Petroleum,6
2015,12,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,4625
2015,12,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,15568
2015,12,NJ,"Combined Heat and Power, Electric Power",Total,502722
2015,12,NJ,"Combined Heat and Power, Electric Power",Coal,99284
2015,12,NJ,"Combined Heat and Power, Electric Power",Natural Gas,395967
2015,12,NJ,"Combined Heat and Power, Electric Power",Petroleum,899
2015,12,NJ,"Combined Heat and Power, Electric Power",Other Biomass,6572
2015,12,NJ,"Electric Generators, Independent Power Producers",Total,5681743
2015,12,NJ,"Electric Generators, Independent Power Producers",Coal,1795
2015,12,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,856
2015,12,NJ,"Electric Generators, Independent Power Producers",Natural Gas,2507442
2015,12,NJ,"Electric Generators, Independent Power Producers",Nuclear,3050652
2015,12,NJ,"Electric Generators, Independent Power Producers",Other,37023
2015,12,NJ,"Electric Generators, Independent Power Producers",Petroleum,583
2015,12,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,15036
2015,12,NJ,"Electric Generators, Independent Power Producers",Other Biomass,66116
2015,12,NJ,"Electric Generators, Independent Power Producers",Wind,2240
2015,12,NJ,"Electric Generators, Electric Utilities",Total,476
2015,12,NJ,"Electric Generators, Electric Utilities",Coal,0
2015,12,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-9268
2015,12,NJ,"Electric Generators, Electric Utilities",Natural Gas,7583
2015,12,NJ,"Electric Generators, Electric Utilities",Petroleum,27
2015,12,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2134
2015,12,NM,Total Electric Power Industry,Total,3088305
2015,12,NM,Total Electric Power Industry,Coal,1790127
2015,12,NM,Total Electric Power Industry,Geothermal,977
2015,12,NM,Total Electric Power Industry,Hydroelectric Conventional,7651
2015,12,NM,Total Electric Power Industry,Natural Gas,866162
2015,12,NM,Total Electric Power Industry,Other,58
2015,12,NM,Total Electric Power Industry,Petroleum,4889
2015,12,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,41332
2015,12,NM,Total Electric Power Industry,Other Biomass,1759
2015,12,NM,Total Electric Power Industry,Wind,375350
2015,12,NM,"Combined Heat and Power, Industrial Power",Total,0
2015,12,NM,"Combined Heat and Power, Industrial Power",Natural Gas,0
2015,12,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,12,NM,"Combined Heat and Power, Commercial Power",Total,11800
2015,12,NM,"Combined Heat and Power, Commercial Power",Natural Gas,11289
2015,12,NM,"Combined Heat and Power, Commercial Power",Wind,511
2015,12,NM,"Combined Heat and Power, Electric Power",Total,25861
2015,12,NM,"Combined Heat and Power, Electric Power",Natural Gas,24102
2015,12,NM,"Combined Heat and Power, Electric Power",Other Biomass,1759
2015,12,NM,"Electric Generators, Independent Power Producers",Total,727263
2015,12,NM,"Electric Generators, Independent Power Producers",Geothermal,977
2015,12,NM,"Electric Generators, Independent Power Producers",Natural Gas,324236
2015,12,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,27210
2015,12,NM,"Electric Generators, Independent Power Producers",Wind,374840
2015,12,NM,"Electric Generators, Electric Utilities",Total,2323381
2015,12,NM,"Electric Generators, Electric Utilities",Coal,1790127
2015,12,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7651
2015,12,NM,"Electric Generators, Electric Utilities",Natural Gas,506534
2015,12,NM,"Electric Generators, Electric Utilities",Other,58
2015,12,NM,"Electric Generators, Electric Utilities",Petroleum,4889
2015,12,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,14122
2015,12,NV,Total Electric Power Industry,Total,3378928
2015,12,NV,Total Electric Power Industry,Coal,182072
2015,12,NV,Total Electric Power Industry,Geothermal,326148
2015,12,NV,Total Electric Power Industry,Hydroelectric Conventional,162594
2015,12,NV,Total Electric Power Industry,Natural Gas,2570621
2015,12,NV,Total Electric Power Industry,Other Gases,139
2015,12,NV,Total Electric Power Industry,Other,89
2015,12,NV,Total Electric Power Industry,Petroleum,1002
2015,12,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,101361
2015,12,NV,Total Electric Power Industry,Other Biomass,2309
2015,12,NV,Total Electric Power Industry,Wind,32594
2015,12,NV,"Combined Heat and Power, Industrial Power",Total,23557
2015,12,NV,"Combined Heat and Power, Industrial Power",Natural Gas,23407
2015,12,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,150
2015,12,NV,"Combined Heat and Power, Commercial Power",Total,8453
2015,12,NV,"Combined Heat and Power, Commercial Power",Natural Gas,5362
2015,12,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,3091
2015,12,NV,"Combined Heat and Power, Electric Power",Total,193638
2015,12,NV,"Combined Heat and Power, Electric Power",Natural Gas,193499
2015,12,NV,"Combined Heat and Power, Electric Power",Other Gases,139
2015,12,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2015,12,NV,"Electric Generators, Independent Power Producers",Total,550879
2015,12,NV,"Electric Generators, Independent Power Producers",Coal,91059
2015,12,NV,"Electric Generators, Independent Power Producers",Geothermal,326148
2015,12,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1112
2015,12,NV,"Electric Generators, Independent Power Producers",Natural Gas,110
2015,12,NV,"Electric Generators, Independent Power Producers",Petroleum,364
2015,12,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,97183
2015,12,NV,"Electric Generators, Independent Power Producers",Other Biomass,2309
2015,12,NV,"Electric Generators, Independent Power Producers",Wind,32594
2015,12,NV,"Electric Generators, Electric Utilities",Total,2602400
2015,12,NV,"Electric Generators, Electric Utilities",Coal,91013
2015,12,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,161482
2015,12,NV,"Electric Generators, Electric Utilities",Natural Gas,2348243
2015,12,NV,"Electric Generators, Electric Utilities",Other,89
2015,12,NV,"Electric Generators, Electric Utilities",Petroleum,638
2015,12,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,936
2015,12,NY,Total Electric Power Industry,Total,10747753
2015,12,NY,Total Electric Power Industry,Coal,87159
2015,12,NY,Total Electric Power Industry,Pumped Storage,-33444
2015,12,NY,Total Electric Power Industry,Hydroelectric Conventional,2323664
2015,12,NY,Total Electric Power Industry,Natural Gas,3789332
2015,12,NY,Total Electric Power Industry,Nuclear,3873523
2015,12,NY,Total Electric Power Industry,Other Gases,0
2015,12,NY,Total Electric Power Industry,Other,81409
2015,12,NY,Total Electric Power Industry,Petroleum,16116
2015,12,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,4776
2015,12,NY,Total Electric Power Industry,Other Biomass,145234
2015,12,NY,Total Electric Power Industry,Wind,400942
2015,12,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,59043
2015,12,NY,"Combined Heat and Power, Industrial Power",Total,87077
2015,12,NY,"Combined Heat and Power, Industrial Power",Coal,24147
2015,12,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,5516
2015,12,NY,"Combined Heat and Power, Industrial Power",Natural Gas,31119
2015,12,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2015,12,NY,"Combined Heat and Power, Industrial Power",Petroleum,2784
2015,12,NY,"Combined Heat and Power, Industrial Power",Wind,251
2015,12,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,23259
2015,12,NY,"Combined Heat and Power, Commercial Power",Total,104924
2015,12,NY,"Combined Heat and Power, Commercial Power",Coal,0
2015,12,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,405
2015,12,NY,"Combined Heat and Power, Commercial Power",Natural Gas,65914
2015,12,NY,"Combined Heat and Power, Commercial Power",Other,18065
2015,12,NY,"Combined Heat and Power, Commercial Power",Petroleum,1106
2015,12,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,85
2015,12,NY,"Combined Heat and Power, Commercial Power",Other Biomass,19348
2015,12,NY,"Combined Heat and Power, Electric Power",Total,1130731
2015,12,NY,"Combined Heat and Power, Electric Power",Natural Gas,1105491
2015,12,NY,"Combined Heat and Power, Electric Power",Other,6180
2015,12,NY,"Combined Heat and Power, Electric Power",Petroleum,16
2015,12,NY,"Combined Heat and Power, Electric Power",Other Biomass,6433
2015,12,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12610
2015,12,NY,"Electric Generators, Independent Power Producers",Total,6526994
2015,12,NY,"Electric Generators, Independent Power Producers",Coal,63012
2015,12,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,350013
2015,12,NY,"Electric Generators, Independent Power Producers",Natural Gas,1629228
2015,12,NY,"Electric Generators, Independent Power Producers",Nuclear,3873523
2015,12,NY,"Electric Generators, Independent Power Producers",Other,57163
2015,12,NY,"Electric Generators, Independent Power Producers",Petroleum,6046
2015,12,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4690
2015,12,NY,"Electric Generators, Independent Power Producers",Other Biomass,119453
2015,12,NY,"Electric Generators, Independent Power Producers",Wind,400691
2015,12,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,23174
2015,12,NY,"Electric Generators, Electric Utilities",Total,2898027
2015,12,NY,"Electric Generators, Electric Utilities",Coal,0
2015,12,NY,"Electric Generators, Electric Utilities",Pumped Storage,-33444
2015,12,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1967730
2015,12,NY,"Electric Generators, Electric Utilities",Natural Gas,957579
2015,12,NY,"Electric Generators, Electric Utilities",Petroleum,6163
2015,12,OH,Total Electric Power Industry,Total,8165453
2015,12,OH,Total Electric Power Industry,Coal,3807516
2015,12,OH,Total Electric Power Industry,Hydroelectric Conventional,52929
2015,12,OH,Total Electric Power Industry,Natural Gas,2338437
2015,12,OH,Total Electric Power Industry,Nuclear,1629330
2015,12,OH,Total Electric Power Industry,Other Gases,77313
2015,12,OH,Total Electric Power Industry,Other,-440
2015,12,OH,Total Electric Power Industry,Petroleum,51439
2015,12,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,3364
2015,12,OH,Total Electric Power Industry,Other Biomass,36817
2015,12,OH,Total Electric Power Industry,Wind,148320
2015,12,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,20428
2015,12,OH,"Combined Heat and Power, Industrial Power",Total,66181
2015,12,OH,"Combined Heat and Power, Industrial Power",Coal,18534
2015,12,OH,"Combined Heat and Power, Industrial Power",Natural Gas,6869
2015,12,OH,"Combined Heat and Power, Industrial Power",Other Gases,15070
2015,12,OH,"Combined Heat and Power, Industrial Power",Other,1072
2015,12,OH,"Combined Heat and Power, Industrial Power",Petroleum,1157
2015,12,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,136
2015,12,OH,"Combined Heat and Power, Industrial Power",Other Biomass,626
2015,12,OH,"Combined Heat and Power, Industrial Power",Wind,4174
2015,12,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,18543
2015,12,OH,"Combined Heat and Power, Commercial Power",Total,14306
2015,12,OH,"Combined Heat and Power, Commercial Power",Coal,0
2015,12,OH,"Combined Heat and Power, Commercial Power",Natural Gas,13477
2015,12,OH,"Combined Heat and Power, Commercial Power",Petroleum,28
2015,12,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,177
2015,12,OH,"Combined Heat and Power, Commercial Power",Other Biomass,624
2015,12,OH,"Combined Heat and Power, Electric Power",Total,76757
2015,12,OH,"Combined Heat and Power, Electric Power",Coal,0
2015,12,OH,"Combined Heat and Power, Electric Power",Natural Gas,12629
2015,12,OH,"Combined Heat and Power, Electric Power",Other Gases,62243
2015,12,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1885
2015,12,OH,"Electric Generators, Independent Power Producers",Total,5856113
2015,12,OH,"Electric Generators, Independent Power Producers",Coal,2325485
2015,12,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,24533
2015,12,OH,"Electric Generators, Independent Power Producers",Natural Gas,1656669
2015,12,OH,"Electric Generators, Independent Power Producers",Nuclear,1629330
2015,12,OH,"Electric Generators, Independent Power Producers",Other,-1106
2015,12,OH,"Electric Generators, Independent Power Producers",Petroleum,40956
2015,12,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2521
2015,12,OH,"Electric Generators, Independent Power Producers",Other Biomass,35190
2015,12,OH,"Electric Generators, Independent Power Producers",Wind,142534
2015,12,OH,"Electric Generators, Electric Utilities",Total,2152096
2015,12,OH,"Electric Generators, Electric Utilities",Coal,1463497
2015,12,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,28396
2015,12,OH,"Electric Generators, Electric Utilities",Natural Gas,648793
2015,12,OH,"Electric Generators, Electric Utilities",Other,-406
2015,12,OH,"Electric Generators, Electric Utilities",Petroleum,9299
2015,12,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,529
2015,12,OH,"Electric Generators, Electric Utilities",Other Biomass,377
2015,12,OH,"Electric Generators, Electric Utilities",Wind,1612
2015,12,OK,Total Electric Power Industry,Total,6432776
2015,12,OK,Total Electric Power Industry,Coal,1314875
2015,12,OK,Total Electric Power Industry,Pumped Storage,-2415
2015,12,OK,Total Electric Power Industry,Hydroelectric Conventional,442681
2015,12,OK,Total Electric Power Industry,Natural Gas,3202258
2015,12,OK,Total Electric Power Industry,Other,1095
2015,12,OK,Total Electric Power Industry,Petroleum,1621
2015,12,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,247
2015,12,OK,Total Electric Power Industry,Other Biomass,8148
2015,12,OK,Total Electric Power Industry,Wind,1441787
2015,12,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,22479
2015,12,OK,"Combined Heat and Power, Industrial Power",Total,80915
2015,12,OK,"Combined Heat and Power, Industrial Power",Coal,28155
2015,12,OK,"Combined Heat and Power, Industrial Power",Natural Gas,21931
2015,12,OK,"Combined Heat and Power, Industrial Power",Other,1095
2015,12,OK,"Combined Heat and Power, Industrial Power",Petroleum,259
2015,12,OK,"Combined Heat and Power, Industrial Power",Other Biomass,6996
2015,12,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,22479
2015,12,OK,"Combined Heat and Power, Commercial Power",Total,1
2015,12,OK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2015,12,OK,"Combined Heat and Power, Commercial Power",Petroleum,1
2015,12,OK,"Combined Heat and Power, Electric Power",Total,146397
2015,12,OK,"Combined Heat and Power, Electric Power",Coal,144888
2015,12,OK,"Combined Heat and Power, Electric Power",Natural Gas,1509
2015,12,OK,"Combined Heat and Power, Electric Power",Other,0
2015,12,OK,"Electric Generators, Independent Power Producers",Total,2227377
2015,12,OK,"Electric Generators, Independent Power Producers",Natural Gas,918009
2015,12,OK,"Electric Generators, Independent Power Producers",Other Biomass,1152
2015,12,OK,"Electric Generators, Independent Power Producers",Wind,1308216
2015,12,OK,"Electric Generators, Electric Utilities",Total,3978085
2015,12,OK,"Electric Generators, Electric Utilities",Coal,1141832
2015,12,OK,"Electric Generators, Electric Utilities",Pumped Storage,-2415
2015,12,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,442681
2015,12,OK,"Electric Generators, Electric Utilities",Natural Gas,2260809
2015,12,OK,"Electric Generators, Electric Utilities",Petroleum,1360
2015,12,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,247
2015,12,OK,"Electric Generators, Electric Utilities",Wind,133571
2015,12,OR,Total Electric Power Industry,Total,5651660
2015,12,OR,Total Electric Power Industry,Coal,375369
2015,12,OR,Total Electric Power Industry,Geothermal,19902
2015,12,OR,Total Electric Power Industry,Hydroelectric Conventional,2824665
2015,12,OR,Total Electric Power Industry,Natural Gas,1763831
2015,12,OR,Total Electric Power Industry,Other,3497
2015,12,OR,Total Electric Power Industry,Petroleum,104
2015,12,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,1378
2015,12,OR,Total Electric Power Industry,Other Biomass,29399
2015,12,OR,Total Electric Power Industry,Wind,567110
2015,12,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,66404
2015,12,OR,"Combined Heat and Power, Industrial Power",Total,58651
2015,12,OR,"Combined Heat and Power, Industrial Power",Natural Gas,10185
2015,12,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,12,OR,"Combined Heat and Power, Industrial Power",Other Biomass,1877
2015,12,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,46588
2015,12,OR,"Combined Heat and Power, Commercial Power",Total,7700
2015,12,OR,"Combined Heat and Power, Commercial Power",Natural Gas,5489
2015,12,OR,"Combined Heat and Power, Commercial Power",Petroleum,5
2015,12,OR,"Combined Heat and Power, Commercial Power",Other Biomass,2206
2015,12,OR,"Combined Heat and Power, Electric Power",Total,557460
2015,12,OR,"Combined Heat and Power, Electric Power",Natural Gas,554293
2015,12,OR,"Combined Heat and Power, Electric Power",Other Biomass,3167
2015,12,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2015,12,OR,"Electric Generators, Independent Power Producers",Total,1049443
2015,12,OR,"Electric Generators, Independent Power Producers",Geothermal,19299
2015,12,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22101
2015,12,OR,"Electric Generators, Independent Power Producers",Natural Gas,483120
2015,12,OR,"Electric Generators, Independent Power Producers",Other,3535
2015,12,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1011
2015,12,OR,"Electric Generators, Independent Power Producers",Other Biomass,16914
2015,12,OR,"Electric Generators, Independent Power Producers",Wind,483647
2015,12,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,19816
2015,12,OR,"Electric Generators, Electric Utilities",Total,3978406
2015,12,OR,"Electric Generators, Electric Utilities",Coal,375369
2015,12,OR,"Electric Generators, Electric Utilities",Geothermal,603
2015,12,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2802564
2015,12,OR,"Electric Generators, Electric Utilities",Natural Gas,710743
2015,12,OR,"Electric Generators, Electric Utilities",Other,-38
2015,12,OR,"Electric Generators, Electric Utilities",Petroleum,99
2015,12,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,367
2015,12,OR,"Electric Generators, Electric Utilities",Other Biomass,5235
2015,12,OR,"Electric Generators, Electric Utilities",Wind,83463
2015,12,PA,Total Electric Power Industry,Total,16941129
2015,12,PA,Total Electric Power Industry,Coal,3724152
2015,12,PA,Total Electric Power Industry,Pumped Storage,-34066
2015,12,PA,Total Electric Power Industry,Hydroelectric Conventional,246954
2015,12,PA,Total Electric Power Industry,Natural Gas,5022413
2015,12,PA,Total Electric Power Industry,Nuclear,7265577
2015,12,PA,Total Electric Power Industry,Other Gases,31604
2015,12,PA,Total Electric Power Industry,Other,82017
2015,12,PA,Total Electric Power Industry,Petroleum,32338
2015,12,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,2156
2015,12,PA,Total Electric Power Industry,Other Biomass,179472
2015,12,PA,Total Electric Power Industry,Wind,361298
2015,12,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,27214
2015,12,PA,"Combined Heat and Power, Industrial Power",Total,239452
2015,12,PA,"Combined Heat and Power, Industrial Power",Coal,56316
2015,12,PA,"Combined Heat and Power, Industrial Power",Natural Gas,103831
2015,12,PA,"Combined Heat and Power, Industrial Power",Other Gases,31604
2015,12,PA,"Combined Heat and Power, Industrial Power",Petroleum,13528
2015,12,PA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,279
2015,12,PA,"Combined Heat and Power, Industrial Power",Other Biomass,6948
2015,12,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,26946
2015,12,PA,"Combined Heat and Power, Commercial Power",Total,34147
2015,12,PA,"Combined Heat and Power, Commercial Power",Coal,0
2015,12,PA,"Combined Heat and Power, Commercial Power",Natural Gas,10215
2015,12,PA,"Combined Heat and Power, Commercial Power",Other,9216
2015,12,PA,"Combined Heat and Power, Commercial Power",Petroleum,175
2015,12,PA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,113
2015,12,PA,"Combined Heat and Power, Commercial Power",Other Biomass,14428
2015,12,PA,"Combined Heat and Power, Electric Power",Total,746669
2015,12,PA,"Combined Heat and Power, Electric Power",Coal,286329
2015,12,PA,"Combined Heat and Power, Electric Power",Natural Gas,441111
2015,12,PA,"Combined Heat and Power, Electric Power",Other Gases,0
2015,12,PA,"Combined Heat and Power, Electric Power",Other,10610
2015,12,PA,"Combined Heat and Power, Electric Power",Petroleum,1460
2015,12,PA,"Combined Heat and Power, Electric Power",Other Biomass,6892
2015,12,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,267
2015,12,PA,"Electric Generators, Independent Power Producers",Total,15914552
2015,12,PA,"Electric Generators, Independent Power Producers",Coal,3381508
2015,12,PA,"Electric Generators, Independent Power Producers",Pumped Storage,-34066
2015,12,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,240987
2015,12,PA,"Electric Generators, Independent Power Producers",Natural Gas,4466931
2015,12,PA,"Electric Generators, Independent Power Producers",Nuclear,7265577
2015,12,PA,"Electric Generators, Independent Power Producers",Other Gases,0
2015,12,PA,"Electric Generators, Independent Power Producers",Other,62192
2015,12,PA,"Electric Generators, Independent Power Producers",Petroleum,17157
2015,12,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1764
2015,12,PA,"Electric Generators, Independent Power Producers",Other Biomass,151204
2015,12,PA,"Electric Generators, Independent Power Producers",Wind,361298
2015,12,PA,"Electric Generators, Electric Utilities",Total,6310
2015,12,PA,"Electric Generators, Electric Utilities",Coal,0
2015,12,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5967
2015,12,PA,"Electric Generators, Electric Utilities",Natural Gas,325
2015,12,PA,"Electric Generators, Electric Utilities",Petroleum,18
2015,12,RI,Total Electric Power Industry,Total,435598
2015,12,RI,Total Electric Power Industry,Coal,0
2015,12,RI,Total Electric Power Industry,Hydroelectric Conventional,312
2015,12,RI,Total Electric Power Industry,Natural Gas,414425
2015,12,RI,Total Electric Power Industry,Petroleum,528
2015,12,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,977
2015,12,RI,Total Electric Power Industry,Other Biomass,18373
2015,12,RI,Total Electric Power Industry,Wind,983
2015,12,RI,"Combined Heat and Power, Commercial Power",Total,4517
2015,12,RI,"Combined Heat and Power, Commercial Power",Natural Gas,3392
2015,12,RI,"Combined Heat and Power, Commercial Power",Petroleum,441
2015,12,RI,"Combined Heat and Power, Commercial Power",Wind,683
2015,12,RI,"Electric Generators, Independent Power Producers",Total,430994
2015,12,RI,"Electric Generators, Independent Power Producers",Coal,0
2015,12,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,312
2015,12,RI,"Electric Generators, Independent Power Producers",Natural Gas,411033
2015,12,RI,"Electric Generators, Independent Power Producers",Petroleum,0
2015,12,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,977
2015,12,RI,"Electric Generators, Independent Power Producers",Other Biomass,18373
2015,12,RI,"Electric Generators, Independent Power Producers",Wind,299
2015,12,RI,"Electric Generators, Electric Utilities",Total,87
2015,12,RI,"Electric Generators, Electric Utilities",Petroleum,87
2015,12,SC,Total Electric Power Industry,Total,7531268
2015,12,SC,Total Electric Power Industry,Coal,1126327
2015,12,SC,Total Electric Power Industry,Pumped Storage,-56108
2015,12,SC,Total Electric Power Industry,Hydroelectric Conventional,461381
